app_id,schema27_title,schema27_institution,schema27_pi,website_match_status,website_match_count,start_date,start_dates_all,website_url,website_urls_all,website_titles_all,match_methods
778385,Decoding Cardio-Renal Crosstalk in Coronary Artery Disease Using UK Biobank's Multi-Organ Imaging and Multi-Omics Data,Tianjin University of Traditional Chinese Medicine,,matched_one_website_record,1,2025-07-09,2025-07-09,https://www.ukbiobank.ac.uk/projects/decoding-cardio-renal-crosstalk-in-coronary-artery-disease-using-uk-biobanks-multi-organ-imaging-and-multi-omics-data/,https://www.ukbiobank.ac.uk/projects/decoding-cardio-renal-crosstalk-in-coronary-artery-disease-using-uk-biobanks-multi-organ-imaging-and-multi-omics-data/,Decoding Cardio-Renal Crosstalk in Coronary Artery Disease Using UK Biobank’s Multi-Organ Imaging and Multi-Omics Data,detail_page_app_id_after_title_unmatched_or_ambiguous
778407,"Association and predictive modeling of sleep, cognitive function, biomarkers, and mortality outcomes.",Peking University Sixth Hospital,,matched_one_website_record,1,2025-06-27,2025-06-27,https://www.ukbiobank.ac.uk/projects/association-and-predictive-modeling-of-sleep-cognitive-function-biomarkers-and-mortality-outcomes/,https://www.ukbiobank.ac.uk/projects/association-and-predictive-modeling-of-sleep-cognitive-function-biomarkers-and-mortality-outcomes/,"Association and predictive modeling of sleep, cognitive function, biomarkers, and mortality outcomes.",unique_normalized_title
778756,"The impact of trauma types and cumulative exposure on comorbid PTSD and depression, and their contribution to cardiovascular risk",University Medical Center Utrecht,,matched_one_website_record,1,2025-06-13,2025-06-13,https://www.ukbiobank.ac.uk/projects/the-impact-of-trauma-types-and-cumulative-exposure-on-comorbid-ptsd-and-depression-and-their-contribution-to-cardiovascular-risk/,https://www.ukbiobank.ac.uk/projects/the-impact-of-trauma-types-and-cumulative-exposure-on-comorbid-ptsd-and-depression-and-their-contribution-to-cardiovascular-risk/,"The impact of trauma types and cumulative exposure on comorbid PTSD and depression, and their contribution to cardiovascular risk",unique_normalized_title
778773,Refining Parkinson disease risk stratification in carriers of GBA1 gene variants,University College London,,matched_one_website_record,1,2025-07-23,2025-07-23,https://www.ukbiobank.ac.uk/projects/refining-parkinson-disease-risk-stratification-in-carriers-of-gba1-gene-variants/,https://www.ukbiobank.ac.uk/projects/refining-parkinson-disease-risk-stratification-in-carriers-of-gba1-gene-variants/,Refining Parkinson disease risk stratification in carriers of GBA1 gene variants,unique_normalized_title
778815,Dissecting the Etiological Landscape of Kidney Disease: A Prospective and Genomic Investigation in the UK Biobank,The First Hospital of Shanxi Medical University.,,matched_one_website_record,1,2025-11-20,2025-11-20,https://www.ukbiobank.ac.uk/projects/dissecting-the-etiological-landscape-of-kidney-disease-a-prospective-and-genomic-investigation-in-the-uk-biobank/,https://www.ukbiobank.ac.uk/projects/dissecting-the-etiological-landscape-of-kidney-disease-a-prospective-and-genomic-investigation-in-the-uk-biobank/,Dissecting the Etiological Landscape of Kidney Disease: A Prospective and Genomic Investigation in the UK Biobank,unique_normalized_title
778827,Risk Factors and Prognosis of Chronic Diseases: A Study on cardiovascular-kidney-metabolic syndrome and mental health in the UK Biobank,Sichuan University,,matched_one_website_record,1,2025-05-23,2025-05-23,https://www.ukbiobank.ac.uk/projects/risk-factors-and-prognosis-of-chronic-diseases-a-study-on-cardiovascular-kidney-metabolic-syndrome-and-mental-health-in-the-uk-biobank/,https://www.ukbiobank.ac.uk/projects/risk-factors-and-prognosis-of-chronic-diseases-a-study-on-cardiovascular-kidney-metabolic-syndrome-and-mental-health-in-the-uk-biobank/,Risk Factors and Prognosis of Chronic Diseases: A Study on cardiovascular-kidney-metabolic syndrome and mental health in the UK Biobank,unique_normalized_title
779041,Investigating the Role of USP18 in Immune Regulation Using Proteomic Data from UK Biobank,University of Oxford,,matched_one_website_record,1,2025-06-06,2025-06-06,https://www.ukbiobank.ac.uk/projects/investigating-the-role-of-usp18-in-immune-regulation-using-proteomic-data-from-uk-biobank/,https://www.ukbiobank.ac.uk/projects/investigating-the-role-of-usp18-in-immune-regulation-using-proteomic-data-from-uk-biobank/,Investigating the Role of USP18 in Immune Regulation Using Proteomic Data from UK Biobank,unique_normalized_title
779705,Exposomics in Unraveling Human Metabolism and Reproductive Endocrinology,Shanghai Jiao Tong University,,matched_one_website_record,1,2025-07-31,2025-07-31,https://www.ukbiobank.ac.uk/projects/exposomics-in-unraveling-human-metabolism-and-reproductive-endocrinology/,https://www.ukbiobank.ac.uk/projects/exposomics-in-unraveling-human-metabolism-and-reproductive-endocrinology/,Exposomics in Unraveling Human Metabolism and Reproductive Endocrinology,unique_normalized_title
780690,Identifying Shared Genetic and Risk Factors for Musculoskeletal Diseases in the UK Biobank Cohort,The Eighth Affiliated Hospital of Sun Yat-sen University,,matched_one_website_record,1,2025-05-23,2025-05-23,https://www.ukbiobank.ac.uk/projects/identifying-shared-genetic-and-risk-factors-for-musculoskeletal-diseases-in-the-uk-biobank-cohort/,https://www.ukbiobank.ac.uk/projects/identifying-shared-genetic-and-risk-factors-for-musculoskeletal-diseases-in-the-uk-biobank-cohort/,Identifying Shared Genetic and Risk Factors for Musculoskeletal Diseases in the UK Biobank Cohort,unique_normalized_title
780707,Investigating Aged Stroke via the gut brain axis,Hebrew University of Jerusalem,,matched_one_website_record,1,2025-12-18,2025-12-18,https://www.ukbiobank.ac.uk/projects/investigating-aged-stroke-via-the-gut-brain-axis/,https://www.ukbiobank.ac.uk/projects/investigating-aged-stroke-via-the-gut-brain-axis/,Investigating Aged Stroke via the gut brain axis,unique_normalized_title
781037,Discovering Stable Biomarkers across Distribution Shift from Multi-omics Data,Tsinghua University,,matched_one_website_record,1,2025-07-23,2025-07-23,https://www.ukbiobank.ac.uk/projects/discovering-stable-biomarkers-across-distribution-shift-from-multi-omics-data/,https://www.ukbiobank.ac.uk/projects/discovering-stable-biomarkers-across-distribution-shift-from-multi-omics-data/,Discovering Stable Biomarkers across Distribution Shift from Multi-omics Data,unique_normalized_title
781044,Integration of Multi-Omics and Imaging for Pulmonary-Intestinal Crosstalk in Chronic Disease,Tianjin University of Traditional Chinese Medicine,,matched_one_website_record,1,2025-06-20,2025-06-20,https://www.ukbiobank.ac.uk/projects/integration-of-multi-omics-and-imaging-for-pulmonary-intestinal-crosstalk-in-chronic-disease/,https://www.ukbiobank.ac.uk/projects/integration-of-multi-omics-and-imaging-for-pulmonary-intestinal-crosstalk-in-chronic-disease/,Integration of Multi-Omics and Imaging for Pulmonary-Intestinal Crosstalk in Chronic Disease,unique_normalized_title
781059,"Associations of physical activity with chronic diseases, cardiorespiratory function, and cognitive function",Shanghai University of Sport,,matched_one_website_record,1,2025-06-17,2025-06-17,https://www.ukbiobank.ac.uk/projects/associations-of-physical-activity-with-chronic-diseases-cardiorespiratory-function-and-cognitive-function/,https://www.ukbiobank.ac.uk/projects/associations-of-physical-activity-with-chronic-diseases-cardiorespiratory-function-and-cognitive-function/,"Associations of physical activity with chronic diseases, cardiorespiratory function, and cognitive function",unique_normalized_title
781063,Molecular and Genetic Analysis for the Development of Personalized Therapies for Asthma and COPD,CHIESI Farmaceutici S.p.A.,,matched_one_website_record,1,2025-07-24,2025-07-24,https://www.ukbiobank.ac.uk/projects/molecular-and-genetic-analysis-for-the-development-of-personalized-therapies-for-asthma-and-copd/,https://www.ukbiobank.ac.uk/projects/molecular-and-genetic-analysis-for-the-development-of-personalized-therapies-for-asthma-and-copd/,Molecular and Genetic Analysis for the Development of Personalized Therapies for Asthma and COPD,unique_normalized_title
781092,Exploring the Link Between Gastrointestinal Diseases and Cardiac Arrhythmias: Shared Risk Factors and Therapeutic Implications,Fuwai Hospital Chinese Academy of Medical Sciences,,matched_one_website_record,1,2025-05-23,2025-05-23,https://www.ukbiobank.ac.uk/projects/exploring-the-link-between-gastrointestinal-diseases-and-cardiac-arrhythmias-shared-risk-factors-and-therapeutic-implications/,https://www.ukbiobank.ac.uk/projects/exploring-the-link-between-gastrointestinal-diseases-and-cardiac-arrhythmias-shared-risk-factors-and-therapeutic-implications/,Exploring the Link Between Gastrointestinal Diseases and Cardiac Arrhythmias: Shared Risk Factors and Therapeutic Implications,unique_normalized_title
781689,Associations of chronic diseases with behaviour-related phenotypes and its physiological and genetic mechanisms,Wenzhou Medical University,,matched_one_website_record,1,2025-07-14,2025-07-14,https://www.ukbiobank.ac.uk/projects/associations-of-chronic-diseases-with-behaviour-related-phenotypes-and-its-physiological-and-genetic-mechanisms/,https://www.ukbiobank.ac.uk/projects/associations-of-chronic-diseases-with-behaviour-related-phenotypes-and-its-physiological-and-genetic-mechanisms/,Associations of chronic diseases with behaviour-related phenotypes and its physiological and genetic mechanisms,unique_normalized_title
782011,"Investigating the Epidemiology, Genetic Determinants, and Clinical Outcomes of Hepatobiliary and Pancreatic Surgical Disorders",Fujian Medical University,,matched_one_website_record,1,2025-05-27,2025-05-27,https://www.ukbiobank.ac.uk/projects/investigating-the-epidemiology-genetic-determinants-and-clinical-outcomes-of-hepatobiliary-and-pancreatic-surgical-disorders/,https://www.ukbiobank.ac.uk/projects/investigating-the-epidemiology-genetic-determinants-and-clinical-outcomes-of-hepatobiliary-and-pancreatic-surgical-disorders/,"Investigating the Epidemiology, Genetic Determinants, and Clinical Outcomes of Hepatobiliary and Pancreatic Surgical Disorders",unique_normalized_title
782341,Evaluation of therapeutic targets in different UKBB disease populations,Alchemab Therapeutics Ltd.,,matched_one_website_record,1,2025-05-29,2025-05-29,https://www.ukbiobank.ac.uk/projects/evaluation-of-therapeutic-targets-in-different-ukbb-disease-populations/,https://www.ukbiobank.ac.uk/projects/evaluation-of-therapeutic-targets-in-different-ukbb-disease-populations/,Evaluation of therapeutic targets in different UKBB disease populations,unique_normalized_title
783664,Development and Validation of a Multi-Gene Risk Score for Atrophic Gastritis Based on Multi-Omics Data: A Precision Medicine Model for Predicting Clinical Progression and Gastric Cancer Transformation,"Beijing Friendship Hospital, Capital Medical University",,matched_one_website_record,1,2025-07-23,2025-07-23,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-a-multi-gene-risk-score-for-atrophic-gastritis-based-on-multi-omics-data-a-precision-medicine-model-for-predicting-clinical-progression-and-gastric-cancer-transformation/,https://www.ukbiobank.ac.uk/projects/development-and-validation-of-a-multi-gene-risk-score-for-atrophic-gastritis-based-on-multi-omics-data-a-precision-medicine-model-for-predicting-clinical-progression-and-gastric-cancer-transformation/,Development and Validation of a Multi-Gene Risk Score for Atrophic Gastritis Based on Multi-Omics Data: A Precision Medicine Model for Predicting Clinical Progression and Gastric Cancer Transformation,unique_normalized_title
783672,A.I. Based STroke Risk fActor Classification and Treatment (ABSTRACT) study,University of Plymouth,,matched_one_website_record,1,2025-11-04,2025-11-04,https://www.ukbiobank.ac.uk/projects/a-i-based-stroke-risk-factor-classification-and-treatment-abstract-study/,https://www.ukbiobank.ac.uk/projects/a-i-based-stroke-risk-factor-classification-and-treatment-abstract-study/,A.I. Based STroke Risk fActor Classification and Treatment (ABSTRACT) study,unique_normalized_title
783686,"Investigating Heart-Brain Interactions: The Role of Cardiovascular Dysfunction, Genetics, Lifestyle, Imaging, and Omics in Neurological Disease Risk",Capital Medical University,,matched_one_website_record,1,2025-05-27,2025-05-27,https://www.ukbiobank.ac.uk/projects/investigating-heart-brain-interactions-the-role-of-cardiovascular-dysfunction-genetics-lifestyle-imaging-and-omics-in-neurological-disease-risk/,https://www.ukbiobank.ac.uk/projects/investigating-heart-brain-interactions-the-role-of-cardiovascular-dysfunction-genetics-lifestyle-imaging-and-omics-in-neurological-disease-risk/,"Investigating Heart-Brain Interactions: The Role of Cardiovascular Dysfunction, Genetics, Lifestyle, Imaging, and Omics in Neurological Disease Risk",unique_normalized_title
