application_id,application_title,tier,best_matching_status,existing_curated_52,family_ids,repo_urls,evidence_type,confidence_note,included_in_tier_summary
56648,Genetic Influences on Immigrant Health in Midlife and Older Age,Tier 6,weak_candidate,no,family_ukb-bioage-cancer; family_ukb-tools,https://github.com/becomingcc/UKB_bioage_cancer; https://github.com/12sbxu/ukb-tools; https://github.com/magdazeb/ukb-tools,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56800,"Association between non-invasive markers of liver fibrosis and chronic kidney disease in people with type 2 diabetes and the role of PNPLA3, TM6SF2 gene variants: cross-sectional analysis",Tier 6,weak_candidate,no,family_sophia-cross-sectional,https://github.com/JackW7777/SOPHIA_Cross_Sectional; https://github.com/kkk0-000/SOPHIA_Cross_Sectional; https://github.com/sspl33/SOPHIA_Cross_Sectional; https://github.com/zscu/SOPHIA_Cross_Sectional,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
56987,Classification of asthma patients and identification of group-specific genetic variants,Tier 6,weak_candidate,no,family_bis687-capstone-group-8; family_ukbb-asthma,https://github.com/JingnanBai/BIS687-Capstone-group-8; https://github.com/keerveer/ukbb_asthma; https://github.com/swbiggs4/ukbb_asthma,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
57428,Software for Heart Chamber Segmentation and Characterization Using MRI,Tier 6,weak_candidate,no,family_t40-rsfmri,https://github.com/Kakashi-sensei/T40_rsfMRI,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
57519,"Risk factors in migraine: The link to comorbidities, cognition, gender, genetics, exogenous factors and changes in MRI",Tier 6,weak_candidate,no,family_moodie-geneexpression-cognition,https://github.com/JialingFan1/moodie-geneexpression-cognition,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
57617,Understanding the social outcomes of survivors of critical illness: a cross sectional population study of UK Biobank participants,Tier 6,weak_candidate,no,family_sophia-cross-sectional,https://github.com/JackW7777/SOPHIA_Cross_Sectional; https://github.com/kkk0-000/SOPHIA_Cross_Sectional; https://github.com/sspl33/SOPHIA_Cross_Sectional; https://github.com/zscu/SOPHIA_Cross_Sectional,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
57831,Predicting incident dementia Based on Neuroimaging and Genetics,Tier 6,weak_candidate,no,family_ukb-nmr-cvd-prediction,https://github.com/YanLuoCityU/UKB_NMR_CVD_prediction,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
57854,Understanding brain development with imaging genomics,Tier 6,weak_candidate,no,family_congele-msc,https://github.com/Arnoldzyf/ConGele_MSc,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
57910,Genetic associations with cancer and related phenotypes in the UK Biobank,Tier 6,weak_candidate,no,family_fundus-project; family_gxsex; family_ukbgwas; family_ukbiobank-knockoffs,https://github.com/joshoch7/fundus_project; https://github.com/harpak-lab/GxSex; https://github.com/lizhihao1990/ukbgwas; https://github.com/LuZhangH/ukbiobank_knockoffs; https://github.com/zren94/ukbiobank_knockoffs,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
57947,Genotype and phenotype analysis in human brain of mental disorders,Tier 6,weak_candidate,no,family_congele-msc; family_human-sex-ratio,https://github.com/Arnoldzyf/ConGele_MSc; https://github.com/song88180/Human_sex_ratio,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
58024,Combining Genetic and Environmental Information to Predict Disease Risk,Tier 6,weak_candidate,no,family_predict-cahd-by-ecg-on-uk-biobank,https://github.com/IFF-0303/Predict_CAHD_by_ECG_on_UK_Biobank,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
58244,Gender-specific multi-modal phenotyping of hypertensive disease,Tier 6,weak_candidate,no,family_ukbphenotyping,https://github.com/hoffman2/ukbPhenotyping,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
58743,"Genetic and non-genetic determinants of cardiovascular disease, cerebrovascular disease, and aging.",Tier 6,weak_candidate,no,family_exposome-aging-ukb; family_imds-wes; family_test-exposome-aging-ukb,https://github.com/rrrrrs1/exposome-aging-ukb; https://github.com/jjrun-11/IMDs_WES; https://github.com/okoropaulc/test_exposome_aging_ukb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
58838,"Association of Genetic Variation in the Natriuretic Peptide System with Metabolic Risk Factors, Cardiovascular Events and Death",Tier 6,weak_candidate,no,family_biobank-read; family_biobankread-bash,https://github.com/Dragonriser/biobank-read; https://github.com/IFF-0303/biobank-read; https://github.com/SEONCHOE/biobank-read; https://github.com/lenamax2355/BiobankRead-Bash; https://github.com/os01/BiobankRead-Bash,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
59309,Polygenic Prediction of Susceptibility and Progression in Multiple Sclerosis,Tier 6,weak_candidate,no,family_omniprs,https://github.com/biostatShao/OmniPRS,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
59528,Profiling information provided by the genetic and non-genetic components of risk of common diseases from a sample to a population.,Tier 6,weak_candidate,no,family_code-examples; family_gogogpcr; family_imds-wes; family_mtswirl,https://github.com/miguelmspereira/code-examples; https://github.com/deepgohil/gogoGPCR; https://github.com/petergerlach1/gogoGPCR; https://github.com/jjrun-11/IMDs_WES; https://github.com/jessicaway/mtSwirl; https://github.com/Victory-Hugo/mtSwirl,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
59571,Predicting adverse outcomes from genomic data using machine learning models and localization.,Tier 6,weak_candidate,no,family_im,https://github.com/laura-riedel/IM,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
59642,Polygenic risk scores to predict diabetic complications and their response to therapy,Tier 6,weak_candidate,no,family_predict-cahd-by-ecg-on-uk-biobank,https://github.com/IFF-0303/Predict_CAHD_by_ECG_on_UK_Biobank,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
59846,Neutrophil and Eosinophil Phenome Wide Association study,Tier 6,weak_candidate,no,family_postincredible_ukbb,https://github.com/postincredible/ukbb,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
60021,"Age-related hearing loss, brain health and genetic risk for Alzheimer's",Tier 6,weak_candidate,no,family_congele-msc,https://github.com/Arnoldzyf/ConGele_MSc,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
60239,To investigate the risk factors in the circadian rhythm-related diseases using the UK biobank data.,Tier 6,weak_candidate,no,family_ukb-bmi,https://github.com/mariaratnasamy/ukb_bmi,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
60294,Burden of rare genetic variants in movement disorders and other related neurological conditions,Tier 6,weak_candidate,no,family_ukb-api; family_ukb-oligo,https://github.com/batmanlab/ukb_api; https://github.com/tighu20/ukb_api; https://github.com/mariaratnasamy/ukb_oligo,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
61020,Phenotypic Consequences of Strong Positive Selective Sweeps,Tier 6,weak_candidate,no,family_uthesis,https://github.com/michaelGuo1204/UThesis,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
61031,Asthma-a test case for precision,Tier 6,weak_candidate,no,family_biobank-read; family_biobankread; family_biobankread-bash; family_epi-prs; family_test-exposome-aging-ukb; family_ukbb-asthma; family_ukbb-gwas-dev; family_ukbbmriutils,https://github.com/Dragonriser/biobank-read; https://github.com/IFF-0303/biobank-read; https://github.com/SEONCHOE/biobank-read; https://github.com/yzharold/BiobankRead; https://github.com/lenamax2355/BiobankRead-Bash; https://github.com/os01/BiobankRead-Bash; https://github.com/ghm17/Epi-PRS; https://github.com/tzhang-nmdp/Epi-PRS; https://github.com/okoropaulc/test_exposome_aging_ukb; https://github.com/keerveer/ukbb_asthma; https://github.com/swbiggs4/ukbb_asthma; https://github.com/ashwinas88/UKBB_GWAS_dev; https://github.com/LingTuo/UKBB_GWAS_dev; https://github.com/STALICLA-RnD/UkbbMriUtils,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
61181,Designing and validating cancer risk and prognostic tools,Tier 6,weak_candidate,no,family_ukb-tools,https://github.com/12sbxu/ukb-tools; https://github.com/magdazeb/ukb-tools,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
61255,An Atlas of Clinical Associations Mapping to Variants within Protein Structures,Tier 6,weak_candidate,no,family_ukb-api,https://github.com/batmanlab/ukb_api; https://github.com/tighu20/ukb_api,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
61446,Genetic Modifiers of Autism Related Genes in the General Population,Tier 6,weak_candidate,no,family_idears-orig,https://github.com/MikeAllwright23/idears_orig,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
61576,Using UK Biobank participants as control subjects in genetic studies of Mendelian and complex diseases,Tier 6,weak_candidate,no,family_mh-in-ukb,https://github.com/tongluobing/MH_in_UKB,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
61744,Study of white blood cell counts in relation to cancer risk,Tier 6,weak_candidate,no,family_mltc-clustering; family_ukbb-gwas-dev,https://github.com/KremerML/MLTC-clustering; https://github.com/ashwinas88/UKBB_GWAS_dev; https://github.com/LingTuo/UKBB_GWAS_dev,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
61771,Haemoglobin in multiple sclerosis (HIMS) study,Tier 6,weak_candidate,no,family_biomarkers; family_biomarkers-beautfig,https://github.com/Eugene-xyHe/biomarkers; https://github.com/IFF-0303/biomarkers; https://github.com/JujiaoKang/biomarkers; https://github.com/julyfish711/biomarkers; https://github.com/lenamax2355/biomarkers; https://github.com/Ran485/biomarkers; https://github.com/Shicheng-Guo/biomarkers; https://github.com/smiles2011hyc/biomarkers; https://github.com/K-zhangfengwei/biomarkers_beautfig,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
62174,Prostate Cancer Genetic Susceptibility and Prediction,Tier 6,weak_candidate,no,family_diabetes-prediction; family_ukb-atherosclerosis-prediction; family_ukb-nmr-cvd-prediction,https://github.com/Haileygu99/diabetes_prediction; https://github.com/OmriGruman/ukb-atherosclerosis-prediction; https://github.com/YanLuoCityU/UKB_NMR_CVD_prediction,weak topic/path/data-type evidence,Not in Tiers 1-5; weak-candidate evidence only. Retained for completeness and not recommended for regression.,yes
