app_id,period,period_start,period_end,publication_count,any_publication,project_start_date,p1_existing_project_sample,original_stage3_classification,control_layer,regression_group_CONTROL_C0,regression_group_CONTROL_C01,regression_group_CONTROL_C03,regression_group_CONTROL_C05
1090596,post24,2024-07-05,2026-07-04,0,0,2025-11-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1090605,pre24,2022-07-05,2024-07-04,0,0,2025-11-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1090605,post24,2024-07-05,2026-07-04,0,0,2025-11-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1090622,pre24,2022-07-05,2024-07-04,0,0,2025-12-12,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1090622,post24,2024-07-05,2026-07-04,0,0,2025-12-12,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1090890,pre24,2022-07-05,2024-07-04,0,0,2025-11-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1090890,post24,2024-07-05,2026-07-04,0,0,2025-11-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1091229,pre24,2022-07-05,2024-07-04,0,0,2025-11-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1091229,post24,2024-07-05,2026-07-04,1,1,2025-11-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1092212,pre24,2022-07-05,2024-07-04,0,0,2025-11-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1092212,post24,2024-07-05,2026-07-04,0,0,2025-11-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1092541,pre24,2022-07-05,2024-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1092541,post24,2024-07-05,2026-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1092876,pre24,2022-07-05,2024-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1092876,post24,2024-07-05,2026-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1092882,pre24,2022-07-05,2024-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1092882,post24,2024-07-05,2026-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1093204,pre24,2022-07-05,2024-07-04,0,0,2026-04-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1093204,post24,2024-07-05,2026-07-04,0,0,2026-04-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1093533,pre24,2022-07-05,2024-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1093533,post24,2024-07-05,2026-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1093863,pre24,2022-07-05,2024-07-04,0,0,2026-03-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1093863,post24,2024-07-05,2026-07-04,0,0,2026-03-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094194,pre24,2022-07-05,2024-07-04,0,0,2025-12-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094194,post24,2024-07-05,2026-07-04,0,0,2025-12-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094529,pre24,2022-07-05,2024-07-04,0,0,2026-02-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094529,post24,2024-07-05,2026-07-04,0,0,2026-02-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094875,pre24,2022-07-05,2024-07-04,0,0,2026-04-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094875,post24,2024-07-05,2026-07-04,0,0,2026-04-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094881,pre24,2022-07-05,2024-07-04,0,0,2026-03-10,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1094881,post24,2024-07-05,2026-07-04,0,0,2026-03-10,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1094899,pre24,2022-07-05,2024-07-04,0,0,2025-11-06,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094899,post24,2024-07-05,2026-07-04,0,0,2025-11-06,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094909,pre24,2022-07-05,2024-07-04,0,0,2025-11-11,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094909,post24,2024-07-05,2026-07-04,0,0,2025-11-11,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094913,pre24,2022-07-05,2024-07-04,0,0,2025-11-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094913,post24,2024-07-05,2026-07-04,0,0,2025-11-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094921,pre24,2022-07-05,2024-07-04,0,0,2026-02-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094921,post24,2024-07-05,2026-07-04,0,0,2026-02-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1094932,pre24,2022-07-05,2024-07-04,0,0,2025-11-03,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1094932,post24,2024-07-05,2026-07-04,0,0,2025-11-03,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1095846,pre24,2022-07-05,2024-07-04,0,0,2025-11-11,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095846,post24,2024-07-05,2026-07-04,0,0,2025-11-11,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095851,pre24,2022-07-05,2024-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095851,post24,2024-07-05,2026-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095867,pre24,2022-07-05,2024-07-04,0,0,2026-02-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095867,post24,2024-07-05,2026-07-04,0,0,2026-02-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095879,pre24,2022-07-05,2024-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095879,post24,2024-07-05,2026-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095880,pre24,2022-07-05,2024-07-04,0,0,2025-11-11,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1095880,post24,2024-07-05,2026-07-04,0,0,2025-11-11,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1096171,pre24,2022-07-05,2024-07-04,0,0,2026-03-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1096171,post24,2024-07-05,2026-07-04,0,0,2026-03-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1097167,pre24,2022-07-05,2024-07-04,0,0,2026-02-17,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1097167,post24,2024-07-05,2026-07-04,0,0,2026-02-17,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1097497,pre24,2022-07-05,2024-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1097497,post24,2024-07-05,2026-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1098158,pre24,2022-07-05,2024-07-04,0,0,2025-11-06,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1098158,post24,2024-07-05,2026-07-04,0,0,2025-11-06,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1098812,pre24,2022-07-05,2024-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1098812,post24,2024-07-05,2026-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1099482,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1099482,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1099827,pre24,2022-07-05,2024-07-04,0,0,2026-01-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1099827,post24,2024-07-05,2026-07-04,0,0,2026-01-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1099836,pre24,2022-07-05,2024-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1099836,post24,2024-07-05,2026-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1100463,pre24,2022-07-05,2024-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1100463,post24,2024-07-05,2026-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1101781,pre24,2022-07-05,2024-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1101781,post24,2024-07-05,2026-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1101799,pre24,2022-07-05,2024-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1101799,post24,2024-07-05,2026-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1101809,pre24,2022-07-05,2024-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1101809,post24,2024-07-05,2026-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1102112,pre24,2022-07-05,2024-07-04,0,0,2026-02-13,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1102112,post24,2024-07-05,2026-07-04,0,0,2026-02-13,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1102448,pre24,2022-07-05,2024-07-04,0,0,2025-12-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1102448,post24,2024-07-05,2026-07-04,0,0,2025-12-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1102773,pre24,2022-07-05,2024-07-04,0,0,2026-02-13,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1102773,post24,2024-07-05,2026-07-04,0,0,2026-02-13,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1103118,pre24,2022-07-05,2024-07-04,0,0,2026-03-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1103118,post24,2024-07-05,2026-07-04,0,0,2026-03-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1103187,pre24,2022-07-05,2024-07-04,0,0,2025-12-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1103187,post24,2024-07-05,2026-07-04,0,0,2025-12-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1103435,pre24,2022-07-05,2024-07-04,0,0,2025-11-26,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1103435,post24,2024-07-05,2026-07-04,0,0,2025-11-26,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1103442,pre24,2022-07-05,2024-07-04,0,0,2025-11-07,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1103442,post24,2024-07-05,2026-07-04,0,0,2025-11-07,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1103765,pre24,2022-07-05,2024-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1103765,post24,2024-07-05,2026-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1104099,pre24,2022-07-05,2024-07-04,0,0,2026-01-14,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1104099,post24,2024-07-05,2026-07-04,0,0,2026-01-14,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1104420,pre24,2022-07-05,2024-07-04,0,0,2025-12-01,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1104420,post24,2024-07-05,2026-07-04,0,0,2025-12-01,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1104757,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1104757,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1105082,pre24,2022-07-05,2024-07-04,0,0,2026-01-14,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1105082,post24,2024-07-05,2026-07-04,0,0,2026-01-14,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1105413,pre24,2022-07-05,2024-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1105413,post24,2024-07-05,2026-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1106077,pre24,2022-07-05,2024-07-04,0,0,2026-02-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1106077,post24,2024-07-05,2026-07-04,0,0,2026-02-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1106405,pre24,2022-07-05,2024-07-04,0,0,2025-12-04,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1106405,post24,2024-07-05,2026-07-04,0,0,2025-12-04,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1107070,pre24,2022-07-05,2024-07-04,0,0,2026-04-10,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1107070,post24,2024-07-05,2026-07-04,0,0,2026-04-10,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1107089,pre24,2022-07-05,2024-07-04,0,0,2026-02-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1107089,post24,2024-07-05,2026-07-04,0,0,2026-02-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1108389,pre24,2022-07-05,2024-07-04,0,0,2025-11-13,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1108389,post24,2024-07-05,2026-07-04,0,0,2025-11-13,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1108406,pre24,2022-07-05,2024-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1108406,post24,2024-07-05,2026-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1108717,pre24,2022-07-05,2024-07-04,0,0,2026-01-06,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1108717,post24,2024-07-05,2026-07-04,0,0,2026-01-06,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1109072,pre24,2022-07-05,2024-07-04,0,0,2026-02-09,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1109072,post24,2024-07-05,2026-07-04,0,0,2026-02-09,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1109119,pre24,2022-07-05,2024-07-04,0,0,2026-03-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1109119,post24,2024-07-05,2026-07-04,0,0,2026-03-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1109161,pre24,2022-07-05,2024-07-04,0,0,2026-01-20,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1109161,post24,2024-07-05,2026-07-04,0,0,2026-01-20,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1109709,pre24,2022-07-05,2024-07-04,0,0,2026-04-13,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1109709,post24,2024-07-05,2026-07-04,0,0,2026-04-13,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1109721,pre24,2022-07-05,2024-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1109721,post24,2024-07-05,2026-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110034,pre24,2022-07-05,2024-07-04,0,0,2025-12-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110034,post24,2024-07-05,2026-07-04,0,0,2025-12-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110047,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110047,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110075,pre24,2022-07-05,2024-07-04,0,0,2026-01-22,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110075,post24,2024-07-05,2026-07-04,0,0,2026-01-22,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110081,pre24,2022-07-05,2024-07-04,0,0,2025-12-01,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110081,post24,2024-07-05,2026-07-04,0,0,2025-12-01,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110109,pre24,2022-07-05,2024-07-04,0,0,2026-04-17,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110109,post24,2024-07-05,2026-07-04,0,0,2026-04-17,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110113,pre24,2022-07-05,2024-07-04,0,0,2026-01-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110113,post24,2024-07-05,2026-07-04,0,0,2026-01-03,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110132,pre24,2022-07-05,2024-07-04,0,0,2025-12-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110132,post24,2024-07-05,2026-07-04,0,0,2025-12-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110364,pre24,2022-07-05,2024-07-04,0,0,2026-03-13,0,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
1110364,post24,2024-07-05,2026-07-04,0,0,2026-03-13,0,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
1110695,pre24,2022-07-05,2024-07-04,0,0,2025-11-12,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1110695,post24,2024-07-05,2026-07-04,0,0,2025-11-12,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1111359,pre24,2022-07-05,2024-07-04,0,0,2025-12-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1111359,post24,2024-07-05,2026-07-04,0,0,2025-12-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1111363,pre24,2022-07-05,2024-07-04,0,0,2026-01-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1111363,post24,2024-07-05,2026-07-04,0,0,2026-01-26,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1112042,pre24,2022-07-05,2024-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1112042,post24,2024-07-05,2026-07-04,0,0,2025-11-19,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1112057,pre24,2022-07-05,2024-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1112057,post24,2024-07-05,2026-07-04,0,0,2025-11-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1112088,pre24,2022-07-05,2024-07-04,0,0,2026-03-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1112088,post24,2024-07-05,2026-07-04,0,0,2026-03-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1112673,pre24,2022-07-05,2024-07-04,0,0,2026-01-06,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1112673,post24,2024-07-05,2026-07-04,0,0,2026-01-06,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1113991,pre24,2022-07-05,2024-07-04,0,0,2025-11-14,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1113991,post24,2024-07-05,2026-07-04,1,1,2025-11-14,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1114664,pre24,2022-07-05,2024-07-04,0,0,2025-12-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1114664,post24,2024-07-05,2026-07-04,0,0,2025-12-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1114981,pre24,2022-07-05,2024-07-04,0,0,2025-12-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1114981,post24,2024-07-05,2026-07-04,0,0,2025-12-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1115979,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1115979,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1116314,pre24,2022-07-05,2024-07-04,0,0,2026-02-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1116314,post24,2024-07-05,2026-07-04,0,0,2026-02-04,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1116322,pre24,2022-07-05,2024-07-04,0,0,2026-04-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1116322,post24,2024-07-05,2026-07-04,0,0,2026-04-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1117633,pre24,2022-07-05,2024-07-04,0,0,2026-03-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1117633,post24,2024-07-05,2026-07-04,0,0,2026-03-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1118299,pre24,2022-07-05,2024-07-04,0,0,2026-01-14,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1118299,post24,2024-07-05,2026-07-04,0,0,2026-01-14,0,UNCLEAR,,excluded_unclear,excluded_unclear,excluded_unclear,excluded_unclear
1119612,pre24,2022-07-05,2024-07-04,0,0,2025-12-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1119612,post24,2024-07-05,2026-07-04,0,0,2025-12-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1119620,pre24,2022-07-05,2024-07-04,0,0,2026-03-17,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1119620,post24,2024-07-05,2026-07-04,0,0,2026-03-17,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1120265,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1120265,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1120616,pre24,2022-07-05,2024-07-04,0,0,2026-01-05,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1120616,post24,2024-07-05,2026-07-04,0,0,2026-01-05,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1121250,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1121250,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1121588,pre24,2022-07-05,2024-07-04,0,0,2025-12-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1121588,post24,2024-07-05,2026-07-04,0,0,2025-12-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1121934,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1121934,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1121952,pre24,2022-07-05,2024-07-04,0,0,2026-03-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1121952,post24,2024-07-05,2026-07-04,0,0,2026-03-10,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1123563,pre24,2022-07-05,2024-07-04,0,0,2026-01-16,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1123563,post24,2024-07-05,2026-07-04,0,0,2026-01-16,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1124550,pre24,2022-07-05,2024-07-04,0,0,2025-12-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1124550,post24,2024-07-05,2026-07-04,0,0,2025-12-18,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1124889,pre24,2022-07-05,2024-07-04,0,0,2026-03-10,0,ALREADY_RAP_BOUND,C0,control,control,control,control
1124889,post24,2024-07-05,2026-07-04,0,0,2026-03-10,0,ALREADY_RAP_BOUND,C0,control,control,control,control
1125546,pre24,2022-07-05,2024-07-04,0,0,2026-01-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1125546,post24,2024-07-05,2026-07-04,0,0,2026-01-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1125871,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1125871,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1126200,pre24,2022-07-05,2024-07-04,0,0,2025-12-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1126200,post24,2024-07-05,2026-07-04,0,0,2025-12-24,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1126534,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1126534,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1126547,pre24,2022-07-05,2024-07-04,0,0,2026-01-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1126547,post24,2024-07-05,2026-07-04,0,0,2026-01-21,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1126864,pre24,2022-07-05,2024-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1126864,post24,2024-07-05,2026-07-04,0,0,2025-11-28,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1127192,pre24,2022-07-05,2024-07-04,0,0,2026-04-05,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1127192,post24,2024-07-05,2026-07-04,2,1,2026-04-05,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1127878,pre24,2022-07-05,2024-07-04,0,0,2025-12-24,0,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
1127878,post24,2024-07-05,2026-07-04,0,0,2025-12-24,0,MIXED,C1,excluded_mixed,control_overlap_original_mixed,control_overlap_original_mixed,control_overlap_original_mixed
1127897,pre24,2022-07-05,2024-07-04,0,0,2026-02-17,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1127897,post24,2024-07-05,2026-07-04,0,0,2026-02-17,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1127907,pre24,2022-07-05,2024-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1127907,post24,2024-07-05,2026-07-04,0,0,2025-12-15,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1127911,pre24,2022-07-05,2024-07-04,0,0,2025-12-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1127911,post24,2024-07-05,2026-07-04,0,0,2025-12-23,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1128181,pre24,2022-07-05,2024-07-04,0,0,2025-12-22,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
1128181,post24,2024-07-05,2026-07-04,0,0,2025-12-22,0,NEWLY_RAP_BOUND,,treated,treated,treated,treated
